[   {   'Command Sequence': [   ('rm $0', 91717),
                       ('mail', 231),
                       ('prolog $0../des', 180)]},
    {   'Command Sequence': [   ('cd', 327314),
                                ('cd $0', 61845),
                                ('ls', 19123),
                                ('e $0.codes', 1155),
                                ('ls', 90)],
        'Expected': ('ls', 90),
        'Results': [   ('ls', 4250),
                       ('ls $0', 142),
                       ('prolog $0../des', 120),
                       ('lpq', 100),
                       ('cl', 100)]},
    {   'Command Sequence': [   ('emacs $0', 90005),
                                ('emacs $0.t', 14921),
                                ('emacs $0', 4499),
                                ('EMACS $0.T', 12),
                                ('emacs $0.t', 4)],
        'Expected': ('emacs $0.t', 4),
        'Results': [('emacs $0.1', 180)]},
    {   'Command Sequence': [   ('e $0', 153005),
                                ('ptroff $0', 2088),
                                ('e', 523),
                                ('ptroff $0', 194),
                                ('e', 40)],
        'Expected': ('e', 40),
        'Results': [   ('e', 800),
                       ('e $0', 400),
                       ('e $0.2', 58),
                       ('ptroff -Palw1 -me $0', 25),
                       ('ls', 14)]},
    {   'Command Sequence': [   ('ee $0', 12831),
                                ('ee $0', 3568),
                                ('ls', 760),
                                ('ee $0', 124),
                                ('ee $0', 20)],
        'Expected': ('ee $0', 20),
        'Results': [   ('ee $0', 600),
                       ('spell -b $0', 200),
                       ('ee $0 $0', 154),
                       ('ee', 114),
                       ('cp $0 $0', 92)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('clear', 508),
                                ('ls', 217),
                                ('rm $0', 16),
                                ('ls', 8)],
        'Expected': ('ls', 8),
        'Results': [('ls', 400)]},
    {   'Command Sequence': [   ('ee $0', 12831),
                                ('ls', 4372),
                                ('rr', 1296),
                                ('ee $0.1', 284),
                                ('ls', 84)],
        'Expected': ('ls', 84),
        'Results': [   ('ls', 4200),
                       ('spell $0', 80),
                       ('script', 50),
                       ('ee $0', 10),
                       ('rr', 4)]},
    {   'Command Sequence': [   ('ee $0', 12831),
                                ('ls', 4372),
                                ('rr', 1296),
                                ('script', 8),
                                ('ls', 4)],
        'Expected': ('ls', 4),
        'Results': [('ls', 200)]},
    {   'Command Sequence': [   ('rm $0.log', 91717),
                                ('rm $0.tex', 14401),
                                ('rm $0', 3697),
                                ('rm $0', 1329),
                                ('rm $0', 408)],
        'Expected': ('rm $0', 408),
        'Results': [   ('rm $0', 15350),
                       ('rm $0.', 1092),
                       ('e $0', 268),
                       ('page $0', 250),
                       ('m $0', 222)]},
    {   'Command Sequence': [   ('e $0', 153005),
                                ('mv $0 $0', 926),
                                ('ls', 245),
                                ('cd $0', 35),
                                ('ls', 13)],
        'Expected': ('ls', 13),
        'Results': [('ls', 650)]},
    {   'Command Sequence': [   ('ee $0', 12831),
                                ('ls', 4372),
                                ('lpr -Pci $0', 60),
                                ('lpr -Pci $0', 24),
                                ('lpr -Pci $0', 8)],
        'Expected': ('lpr -Pci $0', 8),
        'Results': [('lpr -Pci $0', 400)]},
    {   'Command Sequence': [   ('emacs $0.f', 90005),
                                ('emacs $0', 14921),
                                ('emacs $0', 4499),
                                ('emacs $0.f', 1654),
                                (   'nroff -o16 $0 $0.f $0 $0.r $0 $0.r $1 '
                                    '$1.r | $2 -Pci $3',
                                    60)],
        'Expected': (   'nroff -o16 $0 $0.f $0 $0.r $0 $0.r $1 $1.r | $2 -Pci '
                        '$3',
                        60),
        'Results': [   ('emacs $0', 2020),
                       ('emacs $0.0', 180),
                       (   'nroff $0 $1.f $0 $0.r $0 $0.r $0 $0.r | $2 -Pci $3',
                           180),
                       ('nroff $0 $0 $0 $0 $0 $1 | $2 -Pci $3', 158),
                       (   'nroff $0 $1 $2.refer $0 $0.refer $0 $0.refer | $3 '
                           '-Pci $4',
                           142)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('cd $0', 90099),
                                ('ls', 45424),
                                ('cd $0..', 10938),
                                ('cd $0', 791)],
        'Expected': ('cd $0', 791),
        'Results': [   ('cd $0', 29950),
                       ('cd $0..', 3735),
                       ('ls', 1973),
                       ('ls $0', 1290),
                       ('cd', 883)]},
    {   'Command Sequence': [   ('e $0.1', 153005),
                                ('roff -a $0.1', 4316),
                                ('e $0', 944),
                                ('roff -a $0', 331),
                                ('e $0', 68)],
        'Expected': ('e $0', 68),
        'Results': [   ('e', 900),
                       ('e $0', 650),
                       ('cd $0', 335),
                       ('e $0.roff', 310),
                       ('mail $0', 275)]},
    {   'Command Sequence': [   ('rm $0', 91717),
                                ('ls', 26049),
                                ('ee $0', 156),
                                ('ls', 60),
                                ('rr', 8)],
        'Expected': ('rr', 8),
        'Results': [   ('rr', 400),
                       ('rm $0 $1', 40),
                       ('ee $0', 4),
                       ('ee $0.1', 2),
                       ('ee $0 $0', 2)]},
    {   'Command Sequence': [   ('ee $0', 12831),
                                ('ee $0', 3568),
                                ('ee $0', 1084),
                                ('ls', 160),
                                ('rr', 48)],
        'Expected': ('rr', 48),
        'Results': [   ('rr', 2400),
                       ('rm $0', 58),
                       ('lpr -Pci $0', 30),
                       ('ee $0', 8),
                       ('cd $0..', 2)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('emacs $0', 17161),
                                ('nroff $0 $0 | $1', 540),
                                ('emacs', 180),
                                ('nroff $0 $0 | $1', 44)],
        'Expected': ('nroff $0 $0 | $1', 44),
        'Results': [   ('nroff $0 $0 | $1', 800),
                       ('emacs $0', 300),
                       ('nroff $0 $0 | $0 $1', 182),
                       ('nroff $0 $0 | $1 $2', 182),
                       ('nroff $0 $0.1.1 | $1', 178)]},
    {   'Command Sequence': [   ('e $0.calendar', 153005),
                                ('ls', 16323),
                                ('cd', 1440),
                                ('ls', 557),
                                ('e $0', 92)],
        'Expected': ('e $0', 92),
        'Results': [   ('e $0', 2800),
                       ('cd $0', 1876),
                       ('e $0.c', 360),
                       ('del $0', 320),
                       ('cd $0..', 247)]},
    {   'Command Sequence': [   ('emacs $0', 90005),
                                ('nroff $0 $0 | $1 $2', 7279),
                                ('emacs $0', 2820),
                                ('emacs $0', 404),
                                ('emacs $0', 80)],
        'Expected': ('emacs $0', 80),
        'Results': [   ('emacs $0', 2600),
                       ('nroff $0 $0 | $1', 550),
                       ('emacs', 462),
                       ('emacs $0.t', 178),
                       ('emacs $0.3', 178)]},
    {   'Command Sequence': [   ('nroff $0 -o1 $1 | $2 $3', 27637),
                                ('nroff $0', 6614),
                                ('nroff -o1 $0 $1 | $2 $3', 1837),
                                ('nroff $0 $0 | $2 $3', 552),
                                ('ls', 8)],
        'Expected': ('ls', 8),
        'Results': [   ('ps -x', 406),
                       ('ls', 400),
                       ('lpq', 160),
                       ('emacs', 58),
                       ('emacs $0', 40)]},
    {   'Command Sequence': [   ('e $0.meet', 153005),
                                ('e $0.meet', 26136),
                                ('ptroff -me -h $0.meet', 236),
                                ('e $0.meet', 80),
                                ('ptroff -me -h $0.meet', 24)],
        'Expected': ('ptroff -me -h $0.meet', 24),
        'Results': [   ('ptroff -me -h $0', 516),
                       ('ptroff -me -h $0.2', 174),
                       ('ptroff -me -h $0.1', 174),
                       ('ptroff $0', 120),
                       ('ptrodd $0', 94)]},
    {   'Command Sequence': [   ('e $0', 153005),
                                ('ls', 16323),
                                ('e $0.86', 2431),
                                ('rm $0.86', 69),
                                ('ls', 13)],
        'Expected': ('ls', 13),
        'Results': [   ('ls', 650),
                       ('rm $0.BAK $0.CKP', 2),
                       ('make', 2),
                       ('e $0', 2),
                       ('rm $0', 2)]},
    {   'Command Sequence': [   ('mail', 47615),
                                ('ls', 5186),
                                ('cd $0', 886),
                                ('e $0.calendar', 55),
                                ('cd', 18)],
        'Expected': ('cd', 18),
        'Results': [('cd', 400), ('cd $0../refer', 135), ('ls', 2)]},
    {   'Command Sequence': [   ('spell $0', 8889),
                                ('emacs $0', 1499),
                                ('nroff $0 $0', 132),
                                ('nroff $0 $0 | $1', 28),
                                ('nroff $0 $0 | $1', 8)],
        'Expected': ('nroff $0 $0 | $1', 8),
        'Results': [   ('nroff $0 $0 | $0 $1', 182),
                       ('nroff $0 $0.2 | $1 $2', 172),
                       ('lpq -Pci', 16)]},
    {   'Command Sequence': [   ('rm $0.CKP', 91717),
                                ('rm $0.1.CKP', 14401),
                                ('ls', 3167),
                                ('cd $0..', 326),
                                ('ls', 98)],
        'Expected': ('ls', 98),
        'Results': [   ('ls', 4400),
                       ('ls -lt', 125),
                       ('ls -sF', 125),
                       ('mail', 66),
                       ('script', 50)]},
    {   'Command Sequence': [   ('emacs $0', 90005),
                                ('ls', 11786),
                                ('emacs $0', 2290),
                                ('ls', 497),
                                ('emacs $0.CKP', 126)],
        'Expected': ('emacs $0.CKP', 126),
        'Results': [   ('emacs $0', 3320),
                       ('emacs $0.0', 492),
                       ('rm $0', 399),
                       ('emacs $0.c', 369),
                       ('emacs $0.CKP', 250)]},
    {   'Command Sequence': [   ('emacs $0', 90005),
                                ('nroff $0 $1 > $0', 7279),
                                ('emacs $0', 2820),
                                ('emacs $1', 404),
                                ('nroff $0 $1 > $0', 96)],
        'Expected': ('nroff $0 $1 > $0', 96),
        'Results': [   ('nroff $0 $0 | $1', 1782),
                       ('emacs $0', 650),
                       ('nroff $0 $0', 324),
                       ('nroff -me $0 > $0.out1', 272),
                       ('nroff $0 $0 > $1', 176)]},
    {   'Command Sequence': [   ('ps $0', 43356),
                                ('kill -9 $0', 8019),
                                ('emacs $0.tex', 238),
                                ('latex $0.tex', 116),
                                ('ps $0', 32)],
        'Expected': ('ps $0', 32),
        'Results': [   ('ps $0', 1600),
                       ('emacs $0.tex', 188),
                       ('lpr -Palw2 -d $0.dvi', 128),
                       ('emacs', 40)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('cd', 90099),
                                ('ls', 45424),
                                ('e $0.login', 1826),
                                ('ls', 240)],
        'Expected': ('ls', 240),
        'Results': [   ('ls', 11050),
                       ('ls -las', 330),
                       ('s', 301),
                       ('mail', 231),
                       ('prolog $0../des', 180)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('cd $0', 90099),
                                ('ls', 45424),
                                ('e $0.1', 1826),
                                ('ptroff -me -h $0.1', 52)],
        'Expected': ('ptroff -me -h $0.1', 52),
        'Results': [   ('ptroff -me -h $0', 1504),
                       ('e $0', 936),
                       ('cd $0', 663),
                       ('ptroff -me -h $0.1', 600),
                       ('tbl $0 | $0 -me -h', 440)]},
    {   'Command Sequence': [   ('fg', 119065),
                                ('explain', 64),
                                ('fg', 44),
                                ('explain', 24),
                                ('fg', 12)],
        'Expected': ('fg', 12),
        'Results': [('fg', 600)]},
    {   'Command Sequence': [   ('emacs $0.2', 90005),
                                ('cat $0.01 $0.2 > $0.012', 485),
                                ('emacs $0.012', 42),
                                ('ls', 8),
                                ('rm $0.01 $0.2', 4)],
        'Expected': ('rm $0.01 $0.2', 4),
        'Results': [('rm $0.01 $0.2', 200)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('mail', 2178),
                                ('cd $0', 210),
                                ('ls', 56),
                                ('e $0', 9)],
        'Expected': ('e $0', 9),
        'Results': [   ('e $0', 200),
                       ('cd $0', 134),
                       ('cd $0.73', 125),
                       ('e', 100),
                       ('cp $0.c $1.c', 76)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('ls -a', 46446),
                                ('cd $0..', 6905),
                                ('rmdir $0', 35),
                                ('ls', 18)],
        'Expected': ('ls', 18),
        'Results': [('ls', 900), ('cd $0', 2)]},
    {   'Command Sequence': [   ('e $0', 153005),
                                ('ls', 16323),
                                ('e $0.fig1', 2431),
                                ('sl', 14),
                                ('ls', 5)],
        'Expected': ('ls', 5),
        'Results': [('ls', 250)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('ee $0 $1', 3640),
                                ('ls', 1256),
                                ('ee $0 $0', 304),
                                ('ee $0', 20)],
        'Expected': ('ee $0', 20),
        'Results': [   ('ee $0', 600),
                       ('ee', 228),
                       ('dl $0', 120),
                       ('cd $0..', 100),
                       ('cp $0 $0', 92)]},
    {   'Command Sequence': [   ('fortune -o', 1344),
                                ('fortune -o', 1111),
                                ('fortune -o', 731),
                                ('fortune -o', 424),
                                ('fortune -o', 184)],
        'Expected': ('fortune -o', 184),
        'Results': [   ('fortune -o', 8800),
                       ('fortune -3', 180),
                       ('fortune', 164),
                       ('w', 6),
                       ('11', 4)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('cd $0', 90099),
                                ('ls', 45424),
                                ('e $0', 1826),
                                ('ls', 240)],
        'Expected': ('ls', 240),
        'Results': [   ('ls', 11050),
                       ('ls -las', 330),
                       ('s', 301),
                       ('mail', 231),
                       ('prolog $0../des', 180)]},
    {   'Command Sequence': [   ('ee $0', 12831),
                                ('ee $0', 3568),
                                ('ee $0', 1084),
                                ('ee $0', 352),
                                ('ee $0', 108)],
        'Expected': ('ee $0', 108),
        'Results': [   ('ee $0', 4400),
                       ('ee $0 $1', 308),
                       ('spell $0', 248),
                       ('rm $0', 120),
                       ('ee $0.yrs.time', 106)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('rm $0.CKP', 34064),
                                ('ls', 8534),
                                ('cd', 1031),
                                ('ls', 359)],
        'Expected': ('ls', 359),
        'Results': [   ('ls', 17950),
                       ('limits', 100),
                       ('examples_vax', 58),
                       ('lpr $0.h', 40),
                       ('people $0', 36)]},
    {   'Command Sequence': [   ('w', 8260),
                                ('cd', 1002),
                                ('ls', 261),
                                ('cd $0', 49),
                                ('ls', 18)],
        'Expected': ('ls', 18),
        'Results': [('ls', 900), ('su', 125), ('cp $0 $0.', 2)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('ee $0', 3640),
                                ('ls', 1256),
                                ('ee $0', 304),
                                ('ee $0', 20)],
        'Expected': ('ee $0', 20),
        'Results': [   ('ee $0', 600),
                       ('ee', 228),
                       ('dl $0', 120),
                       ('cd $0..', 100),
                       ('cp $0 $0', 92)]},
    {   'Command Sequence': [   ('ps $0', 43356),
                                ('kill -9 $0', 8019),
                                ('emacs $0.tex', 238),
                                ('latex $0.tex', 116),
                                ('emacs $0.tex', 12)],
        'Expected': ('emacs $0.tex', 12),
        'Results': [   ('ps $0', 752),
                       ('emacs $0.tex', 400),
                       ('lpr -Palw2 -d $0.dvi', 124),
                       ('emacs', 118)]},
    {   'Command Sequence': [   ('more $0', 67285),
                                ('rm $0 $0 $1', 4726),
                                ('ls', 1734),
                                ('cd', 134),
                                ('ls', 45)],
        'Expected': ('ls', 45),
        'Results': [('ls', 2250), ('du', 2), ('mkdir $0', 2)]},
    {   'Command Sequence': [   ('e', 153005),
                                ('tbl $0.87 | $1', 2997),
                                ('e', 904),
                                ('tbl $0.87 | $1', 499),
                                ('e', 122)],
        'Expected': ('e', 122),
        'Results': [   ('e', 1300),
                       ('e $0', 1120),
                       ('e $0.1', 522),
                       ('e $0.ps', 50),
                       ('tbl $0 | $0 -me', 24)]},
    {   'Command Sequence': [   ('emacs', 90005),
                                ('cd $0../PAT', 6011),
                                ('ls', 1066),
                                ('emacs $0', 152),
                                ('nroff $0 $0 | $1', 4)],
        'Expected': ('nroff $0 $0 | $1', 4),
        'Results': [   ('emacs $0', 212),
                       ('nroff $0 $0 | $1', 200),
                       ('cd $0..', 117),
                       ('rlogin $0 -8', 107),
                       ('cd $0', 58)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('cd $0', 90099),
                                ('ls', 45424),
                                ('e $0', 1826),
                                ('ptroff -me -h $0', 52)],
        'Expected': ('ptroff -me -h $0', 52),
        'Results': [   ('ptroff -me -h $0', 1600),
                       ('e $0', 1040),
                       ('cd $0', 739),
                       ('ptroff -me -h $0.1', 564),
                       ('tbl $0 | $0 -me -h', 470)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('mv $0 $1', 9297),
                                ('ls', 2476),
                                ('rm $0', 182),
                                ('ls', 40)],
        'Expected': ('ls', 40),
        'Results': [   ('ls', 2000),
                       ('l', 134),
                       ('emacs $0', 50),
                       ('mv $0 $1.cases87', 22),
                       ('view $0', 2)]},
    {   'Command Sequence': [   ('nroff $0 | $1 $2', 27637),
                                ('nroff -o2 $0 $1 | $2 -8 | $1 $2', 6614),
                                ('emacs $0', 636),
                                ('nroff $0 $0 | $0', 196),
                                ('emacs $0', 48)],
        'Expected': ('emacs $0', 48),
        'Results': [   ('emacs $0', 1400),
                       ('emacs', 308),
                       ('emacs $1', 176),
                       ('emacs $1.t', 156),
                       ('emacs $1.plnc4 $0', 128)]},
    {   'Command Sequence': [   ('e $0', 153005),
                                ('tbl $0 | $0 -me -h', 2997),
                                ('e $0', 904),
                                ('tbl $0 | $0 -me -h', 499),
                                ('apq', 28)],
        'Expected': ('apq', 28),
        'Results': [   ('apq', 1400),
                       ('ipq', 167),
                       ('lpq -Palw2', 124),
                       ('ps $0', 100),
                       ('lpl', 82)]},
    {   'Command Sequence': [   ('emacs $0', 90005),
                                ('nroff $0 $0 | $1 $2', 7279),
                                ('emacs $0', 2820),
                                ('emacs $0', 404),
                                ('nroff $0 $0 | $1 $2', 96)],
        'Expected': ('nroff $0 $0 | $1 $2', 96),
        'Results': [   ('nroff $0 $0 | $1', 2002),
                       ('emacs $0', 572),
                       ('nroff $0 $0', 292),
                       ('nroff -me $0 > $0.out1', 252),
                       ('nroff $0 $0 | $0 $2', 190)]},
    {   'Command Sequence': [   ('apq', 3167),
                                ('apq', 736),
                                ('e $0', 60),
                                ('tbl $0 | $0 -me -h', 28),
                                ('apq', 8)],
        'Expected': ('apq', 8),
        'Results': [('apq', 400), ('ls', 2)]},
    {   'Command Sequence': [   ('cd $0', 327314),
                                ('ls', 146369),
                                ('more $0', 7018),
                                ('ls', 1500),
                                ('more $0', 231)],
        'Expected': ('more $0', 231),
        'Results': [   ('more $0', 5250),
                       ('cd $0..', 1827),
                       ('rm $0', 1574),
                       ('cd $0', 1550),
                       ('more $0.c', 968)]},
    {   'Command Sequence': [   ('rm $0', 91717),
                                ('rm $0', 14401),
                                ('rm $0', 3697),
                                ('rm $0', 1329),
                                ('rm $0', 408)],
        'Expected': ('rm $0', 408),
        'Results': [   ('rm $0', 15350),
                       ('rm $0.', 1092),
                       ('e $0', 268),
                       ('page $0', 250),
                       ('m $0', 222)]},
    {   'Command Sequence': [   ('ee', 12831),
                                ('ee $0 $1', 3568),
                                ('ee $0', 1084),
                                ('ee $0 $1', 352),
                                ('ls', 40)],
        'Expected': ('ls', 40),
        'Results': [   ('ls', 2000),
                       ('spell $0', 80),
                       ('ee $0', 44),
                       ('lpq -Pci', 40),
                       ('spell -b $0', 30)]},
    {   'Command Sequence': [   ('e $0', 153005),
                                ('e $0', 26136),
                                ('e $0', 6591),
                                ('e $0', 1984),
                                ('e $0', 550)],
        'Expected': ('e $0', 550),
        'Results': [   ('e $0', 8250),
                       ('e $0.l', 3400),
                       ('e $0.lisp', 3255),
                       ('e $0.n', 2800),
                       ('e', 1040)]},
    {   'Command Sequence': [   ('rm $0.emacs_104', 91717),
                                ('ls', 26049),
                                ('cd', 2873),
                                ('rmdir $0', 77),
                                ('ls', 18)],
        'Expected': ('ls', 18),
        'Results': [('ls', 900), ('du', 2), ('rmdir -f $0', 2)]},
    {   'Command Sequence': [   ('more $0.out', 67285),
                                ('emacs', 2951),
                                (   'refer -p $0 -s -S $1.2 $2.1t | $3 | $4 '
                                    '-ms | $5 > $0.out $6',
                                    456),
                                ('more $0.out', 200),
                                ('emacs', 72)],
        'Expected': ('emacs', 72),
        'Results': [   ('emacs', 3600),
                       ('more $0.out', 144),
                       ('more $2.lpr88', 22)]},
    {   'Command Sequence': [   ('cd $0', 327314),
                                ('ls', 146369),
                                ('emacs $0.01', 4982),
                                ('ls', 739),
                                ('emacs $0.2', 84)],
        'Expected': ('emacs $0.2', 84),
        'Results': [   ('emacs $0', 1246),
                       ('cd $0..', 649),
                       ('emacs $0.c', 630),
                       ('cp $0 $0', 440),
                       ('emacs $0.basic', 375)]},
    {   'Command Sequence': [   ('ee $0', 12831),
                                ('ee $0', 3568),
                                ('nroff $0 $0 | $0', 216),
                                ('nroff $0 $0 | $0 $1', 28),
                                ('ee $0', 4)],
        'Expected': ('ee $0', 4),
        'Results': [('ee $0', 200), ('more $0', 134), ('w', 2)]},
    {   'Command Sequence': [   ('emacs', 90005),
                                ('nroff $0 $1.0 | $2 $3', 7279),
                                ('emacs $0', 2820),
                                ('mkbib $0 > $0', 24),
                                ('emacs $0', 8)],
        'Expected': ('emacs $0', 8),
        'Results': [   ('emacs $0', 200),
                       ('emacs $0.refer', 146),
                       ('nroff $0 | $0', 58)]},
    {   'Command Sequence': [   ('cd $0', 327314),
                                ('ls', 146369),
                                ('e $0', 9039),
                                ('cd', 762),
                                ('e $0', 53)],
        'Expected': ('e $0', 53),
        'Results': [   ('cd $0', 2077),
                       ('e $0', 950),
                       ('e $0.c', 480),
                       ('people $0', 248),
                       ('fg $0', 167)]},
    {   'Command Sequence': [   ('emacs $0', 90005),
                                ('ls', 11786),
                                ('emacs $0', 2290),
                                ('emacs $0', 392),
                                ('emacs $0', 62)],
        'Expected': ('emacs $0', 62),
        'Results': [   ('emacs $0', 2700),
                       ('ls', 320),
